SMILES,logP,fold_0,fold_1,fold_2,fold_3,fold_4
c1ccccc1NC(=O)c2c(O)cccc2,-3.59,train,train,train,val,train
CCN(CC)C(=S)SCC(Cl)=C,-3.39,train,val,train,train,train
ClCC,-1.06,train,train,val,train,train
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,train,val,train,train,train
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46,train,train,val,train,train
CC/C=C\C,-2.54,val,train,train,train,train
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,train,train,val,train,train
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,train,train,train,val,train
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,val,train,train,train,train
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,val,train,train,train,train
O=C(c1ccccc1)c2ccccc2,-3.12,train,train,train,train,val
CCCCCCCCCCCCCCCCCCCC,-8.172,train,train,train,val,train
N(Nc1ccccc1)c2ccccc2,-2.92,train,train,train,train,val
CCC(CC)CO,-1.17,val,train,train,train,train
Oc1ccncc1,1.02,train,train,train,train,val
Cl\C=C/Cl,-1.3,train,train,train,train,val
CC1CCCC1,-3.3,train,train,val,train,train
CC(C)CC(C)O,-0.8,train,train,train,val,train
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928,train,train,train,val,train
CC(C)(C)CO,-0.4,train,train,train,val,train
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,train,train,val,train,train
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,val,train,train,train,train
CC=C,-1.08,train,val,train,train,train
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,train,train,train,val,train
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-4.632,train,train,train,val,train
O=C1c2ccccc2C(=O)c3ccccc13,-5.19,train,train,train,val,train
CCCCCCC(C)O,-2.09,train,train,train,val,train
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,train,train,train,train,val
CCCCc1ccccc1,-4.06,train,train,train,train,val
O=C1NC(=O)C(=O)N1,-0.4,train,val,train,train,train
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,train,val,train,train,train
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,val,train,train,train,train
CC(C)COC(=O)C,-1.21,train,train,train,val,train
CC(C)C(C)(C)C,-4.36,train,train,train,val,train
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-7.66,val,train,train,train,train
N#Cc1ccccc1C#N,-2.38,train,train,train,train,val
Cc1cccc(c1)N(=O)=O,-2.44,train,val,train,train,train
FC(F)(F)C(Cl)Br,-1.71,train,val,train,train,train
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,train,train,train,train,val
CCSCCSP(=S)(OC)OC,-3.091,train,train,val,train,train
CCC(C)C,-3.18,train,train,train,val,train
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,train,train,train,train,val
